source,job_id,detail_url,title,company,location,posted_date,employment_type,salary,classification,sub_classification,seniority_level,job_function,industry,short_description,job_description,scraped_at
linkedin,4408817141,https://id.linkedin.com/jobs/view/senior-data-engineer-at-ajaib-4408817141,Senior Data Engineer,Ajaib,"Jakarta, Jakarta, Indonesia",2026-04-11,Full-time,,,,Associate,Other,IT Services and IT Consulting,,"We've been experiencing hyper-growth the past year, becoming Indonesia's 7th Unicorn Startup and the first Investment Fintech Unicorn in South East Asia 2,5 years after Ajaib first launched. With the global financial technology market expected to grow gradually, we aim to make stock trading accessible for millennials through our mobile-first approach. In 2022, we opened our new head office in the Indonesia Stock Exchange Building, and we're just getting started!
The three principles, or what we call as 3DNAs became the foundation and sets the guideline for the Magician belief system: Everyone is an owner, Growth Mindset, and A Will to Win.
Description
Are you passionate about turning raw data into actionable insights? We're seeking a Senior Data Engineer to join our innovative team
Every team has its specialty and uniqueness, and our Technology team is no exception! In addition, our Technology team has its DNA that makes our team different and excels at what they do.
Impact Driven
: We are driven to create products that not only focus on user experience but also make a social impact as a bigger purpose.
Craftsmanship
: To us, building a product is an art. We carefully craft every detail of it and ensure we have a strong sense of ownership.
Pushing Boundaries
: Comfort zone is not a place we want to stay in. We keep innovating to keep our minds sharp.
Responsibilities
Design and implement scalable data pipelines
Optimize data storage and retrieval systems
Collaborate with analytics and software engineer team
Requirements
Proficiency in Python and SQL
Proficiency in Terraform, Jenkins, ArgoCD, and GitHub Actions for CI/CD
Proficiency in Apache Spark and Airflow for Pipeline
Proficiency in Kubernetes, Kafka, and Pub/Sub for Infrastructure
Proficiency in PostgreSQL and MySQL for Databases
Proficiency in Github for Version Control
Proficiency in GCP for Cloud Environment
Nice to have
Familiarity with ML/AI workflows
Strong understanding of data modeling and ETL processes
Familiarity with data warehousing solutions (e.g., Bigquery, Snowflake, Redshift)
Proficiency in Java and Go
5+ years experience in data engineering
Benefits
Join us as we make magic happen to increase Indonesia's financial inclusion!",2026-07-25T20:52:50
linkedin,4442262221,https://id.linkedin.com/jobs/view/data-scientist-at-stickearn-4442262221,Data Scientist,StickEarn,"Gambir, Jakarta, Indonesia",2026-07-21,Full-time,,,,Entry level,Other,Advertising Services,,"🚀Job Opportunity: Data Scientist at StickEarn
About StickEarn
StickEarn is an advertising technology company on a mission to transform Out-of-Home (OOH) advertising through technology, data, and creativity. We empower brands, agencies, and media owners to create impactful advertising experiences across Indonesia.
As a
Data Scientist
, you will play a key role in solving OOH measurement challenges through data analysis, experimentation, and machine learning. You’ll work with large-scale datasets and collaborate with the team to generate insights that improve product performance, campaign effectiveness, and business decision-making.
🌟 What You’ll Do
Data Exploration and Analysis: Conduct in-depth Exploratory Data Analysis (EDA) to uncover patterns, trends, and insights within the given datasets.
Data Preprocessing and Cleaning: Prepare data for analysis by cleaning, transforming, and integrating data from various sources.
Model Development: Build and evaluate statistical and machine learning models to address specific OOH measurement challenges.
Experimentation: Design and execute experiments to test hypotheses and validate model performance.
Data Visualization: Create clear and informative visualizations to communicate findings to both technical and non-technical audiences.
Collaboration: Work closely with cross-functional teams, including data engineers, IoT engineers, and product managers to deliver actionable insights.
Stay Updated with the Trends: Keep abreast of the latest advancements in data science, machine learning, and OOH measurement technologies.
✅ What We’re Looking For
Bachelor’s degree in Computer Science, Statistics, Mathematics, or a related field.
Strong foundation in statistical methods and probability.
Proficiency in programming languages such as Python or R.
Experience with data manipulation and analysis using libraries like Pandas, NumPy.
Familiarity with data visualization tools (e.g., Matplotlib, Seaborn, Tableau).
Basic understanding of machine learning concepts and algorithms.
Excellent problem-solving and analytical skills.
Strong attention to detail and accuracy.
Ability to work independently and as part of a team.
Passion for data and a desire to learn and grow.
Experience with big data technologies and tools (e.g., Hadoop, Spark).
Knowledge of media industry and measurement concepts.
Exposure to computer vision and image processing techniques.
Experience with time series analysis and forecasting.
🎁 What We Offer
Hybrid working setup
Private insurance to keep you covered
Training budget & laptop ownership program to support your growth
Competitive compensation package with yearly bonus
Flexible & anniversary leaves to support work-life balance and celebrate milestones
If you enjoy solving real-world problems with data and want to build technology that makes OOH advertising smarter and more measurable, we’d love to hear from you! 📊🚀
Only shortlisted candidates will be contacted.",2026-07-25T20:52:50
linkedin,4277616101,https://id.linkedin.com/jobs/view/data-engineer-at-pt-ikonsultan-inovatama-4277616101,Data Engineer,PT IKONSULTAN INOVATAMA,"Gambir, Jakarta, Indonesia",2025-07-29,Full-time,,,,Not Applicable,Information Technology,Information Technology & Services,,"Minimum Requirement
2-5 years of experience with Big Data platforms (Hadoop, Spark, etc.) and cloud environments (BigQuery, Databricks).
Proficiency in scripting languages (Bash, Python) and SQL.
Solid understanding of data warehousing principles and data modeling.
Required Skills
Job Description:
Design and implement Big Data architecture, tools, and frameworks.
Develop and maintain scalable data pipelines (ETL/ELT).
Develop and maintain data processing jobs and automation workflows.
Define and maintain data quality standards.
Nice to Have",2026-07-13T17:46:17
linkedin,4437067083,https://id.linkedin.com/jobs/view/ai-data-engineer-at-astrnt-4437067083,AI/Data Engineer,ASTRNT,"South Jakarta, Jakarta, Indonesia",2026-07-08,Full-time,,,,Entry level,Information Technology,"Technology, Information and Internet",,"About this Role
As our new
AI/Data Engineer
, you will be instrumental in transforming raw data into actionable insights and building robust AI models that power our talent selection solutions.
This role is an exciting opportunity to contribute directly to the evolution of APAC's fastest-growing talent selection platform. You will be at the forefront of innovation, developing and deploying AI models, building sophisticated data pipelines, and ensuring the reliability and fairness of AI-generated outputs. If you are passionate about leveraging data and AI to solve complex business problems and thrive in a dynamic, growth-oriented environment, this is the role for you.
Key Responsibilities
Construct recommendation engines, talent intelligence models, and other AI-powered product features.
Design, build, and maintain scalable data pipelines and ETL processes to support AI initiatives.
Develop, deploy, and optimize AI and machine learning models within production environments.
Analyze and interpret structured and unstructured datasets to derive meaningful and actionable insights.
Partner with Product and Engineering teams to define requirements and implement AI solutions.
Continuously monitor, evaluate, and refine model performance, data quality, and overall system reliability.
Implement and enforce rigorous AI output validation processes, ensuring models are explainable, robust, and monitored for degradation.
Maintain a clean and effective version history through strong Git practices and code review workflows.
Requirements
Strong experience building data pipelines, ETL processes, and scalable data infrastructure.
Experience developing and deploying AI and machine learning models into production environments.
Experience building recommendation engines, talent intelligence models, and AI-powered product capabilities.
Experience working with structured and unstructured datasets to generate actionable insights.
Ability to collaborate effectively with Product and Engineering teams to translate business problems into AI solutions.
Proven ability to monitor, evaluate, and continuously improve model performance, reliability, and data quality.
Strong Git proficiency, including branching strategies, conflict resolution, code review workflows, and repository hygiene.
Demonstrated experience with AI output validation and ensuring explainability, edge case defense, and degradation monitoring for AI models.
About Company
ASTRNT is APAC's fastest-growing talent selection platform & advisory. Established in 2016, our services now reach globally, and we're rapidly adopting AI in responsible and effective ways. We work with a diverse range of leading organizations, including Telkom Akses, Kereta Api Indonesia, Phillip Morris International, Kompas Group, NTU, National University of Singapore, Unicharm, Acer, BCG, and Nestle.
We are a dynamic and innovative company that values cutting-edge technology and responsible AI integration. Our culture fosters collaboration, continuous learning, and a passion for driving impactful solutions. Join us as we scale up locally and globally, and be at the forefront of revolutionizing talent selection with AI.",2026-07-17T22:45:51
jobstreet,93361061,https://id.jobstreet.com/id/job/93361061?type=standard&ref=search-standalone,Data Center Engineer,PT Platinumetrix Global Inovasi,Jakarta Raya,1 hari yang lalu,Full time,Rp 9.000.000 – Rp 10.000.000 per month,(Teknologi Informasi & Komunikasi),Administrasi Jaringan & Sistem,,,,Experience in handling hardware server,"Level Junior to Middle
Experience in handling hardware server
Experience in handling mechanical electrical",2026-07-17T22:47:01
jobstreet,93516651,https://id.jobstreet.com/id/job/93516651?type=standard&ref=search-standalone,Data Engineer (Contract),PT MEDELA POTENTIA Tbk,"Tangerang Selatan, Banten",2 hari yang lalu,Kontrak/Temporer,,(Teknologi Informasi & Komunikasi),Teknik – Perangkat Lunak,,,,"Drive our data infrastructure! Build, optimize, and scale robust ETL/ELT pipelines using Python, SQL, and modern cloud platforms.","Job Responsibilities:
Design, build, and maintain scalable ETL/ELT pipelines to support business analytics.
Optimize database performance, query efficiency, and storage for large-scale data processing.
Collaborate with cross-functional teams to deliver clean, structured, and production-ready datasets.
Monitor data quality, pipeline integrity, and security while resolving system bottlenecks.
Automate data workflows and monitoring processes to ensure high availability and minimal manual effort.
Job Qualifications:
Bachelor's degree in Computer Science, Information Systems, Mathematics, or a related field.
2 to 4 years of proven experience in data engineering or a similar technical capacity.
Strong programming skills in Python, Java, or Scala.
Deep knowledge of SQL, data modeling, and performance tuning for RDBMS and NoSQL.
Experience with orchestration tools (such as Airflow) and cloud data platforms (such as BigQuery, Snowflake, AWS, or Spark).
Excellent analytical, problem-solving, and collaborative team player abilities.",2026-07-25T09:34:19
jobstreet,93599538,https://id.jobstreet.com/id/job/93599538?type=standard&ref=search-standalone,Tech Lead,VisionTech Pte. Ltd,Jakarta Raya,4 jam yang lalu,Full time,"Rp 15,000,000 – Rp 22,000,000 per month",(Teknologi Informasi & Komunikasi),Pemimpin Tim,,,,We are seeking an experienced and hands-on Tech Lead to lead our engineering team in building and enhancing our core product on AI Suite,"We are seeking an experienced and hands-on
Tech Lead
to lead our engineering team in building and enhancing our core product on AIS. This role combines
technical leadership, system design, and hands-on development
, ensuring high-quality delivery, scalable architecture, and strong team performance. The ideal candidate is both a strong coder and a mentor who can guide developers while actively contributing to the product.
Key Responsibilities
🔹
Technical Leadership & Team Management
Lead, mentor, and support a team of full stack developers.
Provide technical guidance, code reviews, and best practices to ensure high-quality output.
Allocate tasks, manage priorities, and ensure timely delivery of features.
Foster a culture of ownership, collaboration, and continuous improvement.
🔹
System Design & Architecture
Design scalable, maintainable, and high-performance system architecture.
Make key technical decisions on frameworks, tools, and implementation approaches.
Ensure proper documentation of system architecture and technical designs.
🔹
Hands-on Development
Design, develop, test, and maintain core product features.
Contribute directly to coding, debugging, and optimization efforts.
Ensure code quality, performance, and security standards are met.
🔹
Collaboration & Cross-functional Work
Work closely with Product, Design, DevOps, and QA teams to deliver features.
Translate business requirements into technical solutions and implementation plans.
Participate in sprint planning, stand-ups, and retrospectives.
🔹
Performance & Delivery
Ensure timely delivery of product features aligned with business goals.
Identify risks, bottlenecks, and technical challenges early.
Drive continuous improvement in development processes and workflows.
🔹
Code Quality & Best Practices
Establish and enforce coding standards and development best practices.
Oversee version control, CI/CD processes, and release management.
Ensure proper testing, documentation, and maintainability of code.
Technical Skills Requirements
Strong proficiency in
JavaScript / TypeScript
, HTML, CSS, JSON.
Experience with frameworks such as
VueJS, ExpressJS, Langchain
.
Solid experience with
databases
: MySQL, PostgreSQL, Redis.
Strong understanding of
REST APIs
and system integrations.
Hands-on experience with
Git, Docker, GitHub (Actions, repos)
.
Experience with
AWS (S3, RDS, Lambda, etc.)
.
Familiarity with
Python
is a plus.
Experience with
C#/.NET
is a plus.
Exposure to
AI/ML (LLMs, OpenAI, PyTorch)
is a strong advantage.
Qualifications
Degree in Computer Science, Information Systems, or related field (or equivalent experience).
Min. 3 years
of experience in Senior Full Stack Development or Tech Lead
Prior experience in
leading a team or mentoring developers
is required.
Key Attributes
Strong ownership mindset and accountability.
Excellent problem-solving and troubleshooting skills.
Ability to balance
hands-on coding with leadership responsibilities
.
Good communication skills to work with both technical and non-technical stakeholders.
Proactive, structured, and able to work in a fast-paced environment.",2026-07-28T09:05:28
jobstreet,93555910,https://id.jobstreet.com/id/job/93555910?type=standard&ref=search-standalone,Data Engineer (Internal Audit) - Assistant Manager,Erajaya Group,Jakarta Raya,4 jam yang lalu,Full time,,(Teknologi Informasi & Komunikasi),Pengembangan & Administrasi Database,,,,"Developing and maintaining data pipelines for efficient data extraction, transformation, and loading (ETL) processes.
Proactively detect...","Job Description
Developing and maintaining data pipelines for efficient data extraction, transformation, and loading (ETL) processes.
Proactively detect indications of fraud, collusion or policy violations in structured and unstructured data, using advanced analytics (predictive, prescriptive) to test 100% of the data population, to identify anomalies, patterns, and risk trends.
Translating Complex Data Findings into Actionable Insights
Identify, analyze, and prioritize IT risks, root causes, business impacts, and control gaps across cybersecurity, data protection, system availability.
Deliver practical, risk-based, and business-oriented audit reports with clear recommendations to strengthen controls, improve operational resilience, and support sustainable business improvement.
Monitor, validate, and report the status of audit issue remediation to ensure management action plans are effectively implemented and evidence-based.
Job Requirements
Minimum 3 years of experience in technical designing and deploying large-scale distributed data processing systems and communicate insights effectively.
Solid knowledge framework and systematic thinking, familiar with Data Mining, Data Modeling, DAX (Data Analysis Expressions) and Big Data
Proficient in programming languages for data analysis (Python and/or R) and advanced SQL (GoogleSQL / MySQL / PostgreSQL) for data querying and manipulation.
Have basic knowledge of data processing services GCP (BigQuery,DataFLow) / AWS (Redshift, EMR) will be an advantage
Have basic knowledge of enterprise systems (SAP / Odoo / Accurate, etc..) will be an advantage",2026-07-25T20:52:50
linkedin,4439699463,https://id.linkedin.com/jobs/view/ai-data-scientist-at-quul-newsletter-4439699463,AI Data Scientist,quul newsletter,"Ai, Aceh, Indonesia",2026-07-20,Full-time,,,,Not Applicable,Engineering and Information Technology,"Technology, Information and Internet",,"Multi-Industry
Our Multi-Industry AI Data Scientists excel at unlocking the potential of vast datasets across diverse industries, delivering actionable insights that drive intelligent decision-making for your business. By employing advanced machine learning algorithms, we identify patterns and predict trends that might otherwise go unnoticed, ensuring your team has a competitive advantage. The work includes developing predictive models that adapt to changing market conditions, helping you anticipate and respond to industry shifts, customer demands, and emerging risks before they impact your business.
Focused on efficiency and accuracy, our Data Scientist team streamlines complex data workflows, integrating disparate sources to create a cohesive view of your business operations. They automate repetitive data tasks, reducing time-to-insight and freeing up your resources to focus on core business activities. By building robust data pipelines, we ensure a continuous, real-time flow of data across platforms, enabling you to react faster and make informed decisions. This commitment to seamless data integration fosters greater transparency and collaboration within your teams.
In the realm of advanced analytics, our team brings the power of AI to every facet of your business, from customer segmentation to product optimization. Our AI Data Scientists uses deep learning and natural language processing to enrich customer interactions, predict buying behaviors, and drive personalized marketing efforts. We also analyze product and operational data to recommend process improvements, contributing to higher product quality and operational excellence. This targeted approach empowers you to deliver highly tailored solutions and experiences to your clients.
Additionally, our AI Data Scientists play a key role in maintaining data integrity and security, ensuring compliance with industry regulations and best practices. We develop models that not only deliver insights but are also explainable, meaning stakeholders can understand and trust the AI-driven results. By implementing rigorous data governance practices, we protect your organization from risks related to data privacy and regulatory breaches, allowing you to leverage AI responsibly and sustainably.
Leverage Our Experience
Our AI Data Scientists help fuel growth, mitigate risk and enforce compliance across all areas of an organization, making these team members essential for data-driven success and competitive advantage.
Predictive Analytics
Develops predictive models that spot trends, enabling proactive decision-making.
Data Integration
Build & automates data pipelines, ensuring real-time insights & efficiency.
Customer Analytics
ML customer engagement, quality/operational improvements
Risk | Compliance
Data integrity, regulatory compliance to protect against privacy risks.
We Believe in The Power of
AI Data Scientists
Free Consultation
Ready to unlock AI's potential and transform your business?
Connect with us to discover tailored strategies and innovative solutions that will set you apart.
CONTACT US",2026-07-25T20:52:50
jobstreet,93572791,https://id.jobstreet.com/id/job/93572791?type=standard&ref=search-standalone,AI Engineer (Mid Level),PT Nityo Infotech,"Jakarta Selatan, Jakarta Raya",4 jam yang lalu,Kontrak/Temporer,Rp 15.000.000 – Rp 20.000.000 per month,(Teknologi Informasi & Komunikasi),Teknik – Perangkat Lunak,,,,We are hiring an AI Engineer for our client in Fashion Ecommerce Industry,"AI Engineer (LLM / Generative AI)
Role Overview
We are looking for a highly motivated
AI Engineer
who is passionate about building production-ready AI applications using
Large Language Models (LLMs), Machine Learning, Computer Vision, Recommendation Systems, and Generative AI
.
In this role, you will collaborate closely with Product, Engineering, Design, Marketing, and Operations teams to develop AI-powered solutions that enhance customer experience, optimize business operations, and support scalable product growth.
Key Responsibilities
AI Product Development
Design, build, and deploy AI-powered customer experiences.
Develop recommendation engines for personalized product suggestions.
Build intelligent search and ranking systems to improve search relevance.
Develop conversational AI applications and virtual assistants.
Build AI-powered customer support automation solutions.
Create AI-driven personalization features.
Develop AI solutions for inventory optimization and demand forecasting.
Design scalable AI services for production environments.
Generative AI & Large Language Models (LLMs)
Develop applications using:
OpenAI APIs
Anthropic Claude
Google Gemini
Open-source LLMs (Llama, Mistral, Qwen)
Build and implement:
Prompt Engineering
Retrieval-Augmented Generation (RAG)
AI Agents
Function Calling
Multi-agent Workflows
Develop AI-powered features such as:
AI Shopping Assistant
AI Advisor
Product Description Generator
Customer Service Copilot
AI Content Generator
Marketing Copy Generator
Social Media Content Generator
Recommendation Systems
Design and develop intelligent recommendation engines, including:
Personalized Product Recommendations
Similar Products
Frequently Bought Together
Trending Products
Content-Based Recommendation
Collaborative Filtering
Hybrid Recommendation Models
Computer Vision
Develop AI-powered computer vision solutions, including:
Visual Search
Similar Image Search
Product Recognition
Image Embeddings
Object Detection
Classification Models
Color, Pattern, and Style Recognition
Automated Product Tagging
Machine Learning
Build, train, deploy, and maintain ML models for:
Customer Segmentation
Purchase Prediction
Customer Lifetime Value (LTV)
Churn Prediction
Demand Forecasting
Inventory Forecasting
Dynamic Pricing
Fraud Detection
Marketing Attribution
AI Infrastructure & MLOps
Design and maintain scalable AI infrastructure, including:
Vector Databases
Embedding Pipelines
Model Deployment
Model Monitoring
Feature Stores
ML Pipelines
Experiment Tracking
Prompt Management
AI APIs
Data Engineering
Work with large-scale datasets including:
Product Catalog Data
Customer Behavior
Clickstream Data
Search Logs
Purchase History
Inventory Data
Logistics Data
Marketing Data
Required Qualifications
Bachelor's degree in Computer Science, Artificial Intelligence, Data Science, Machine Learning, or a related field.
Minimum 3 years of experience in AI/ML Engineering, preferably within a product or startup environment.
Strong Python programming skills.
Experience deploying AI models into production environments.
Hands-on experience with AWS or other cloud platforms.
Strong backend and API development experience.
Experience building scalable distributed systems.
Solid understanding of software engineering best practices.
Technical Skills
Programming
Python
SQL
JavaScript / TypeScript (preferred)
AI & Machine Learning
PyTorch
TensorFlow
Scikit-learn
Hugging Face Transformers
LangChain
LlamaIndex
OpenAI SDK
Anthropic SDK
Databases
PostgreSQL
Redis
MongoDB
Pinecone
Weaviate
Milvus
pgvector
Cloud & DevOps
AWS
Docker
Kubernetes (preferred)
GitHub Actions
CI/CD
Backend
FastAPI
Flask
REST APIs
GraphQL (preferred)
Nice to Have
Experience in e-commerce or retail technology.
Experience building recommendation systems at scale.
Knowledge of Computer Vision and Multimodal AI.
Experience fine-tuning open-source foundation models.
Familiarity with A/B testing and experimentation.
Understanding of MLOps and model lifecycle management.
Experience working in high-growth startup environments.
What You'll Build
AI Shopping Assistant
Personalized Product Recommendation Engine
AI Search & Semantic Search
Visual Search
Customer Support AI
AI Content Generation Platform
Marketing Automation Solutions
Inventory Forecasting Models
Dynamic Pricing Engine
AI Analytics & Business Intelligence
Intelligent Merchandising Tools",2026-07-27T09:21:59
linkedin,4436222102,https://id.linkedin.com/jobs/view/data-scientist-at-pt-merdeka-copper-gold-tbk-4436222102,Data Scientist,PT Merdeka Copper Gold Tbk,"Jakarta, Jakarta, Indonesia",2026-07-06,Full-time,,,,Not Applicable,Engineering and Information Technology,Mining,,"Job Overview:
We are seeking a Data Scientist to drive data-driven decision-making and develop innovative AI solutions that support business growth and operational excellence. In this role, you will analyze complex datasets, build and optimize machine learning models, generate actionable business insights, and collaborate with cross-functional teams to solve real-world business challenges. The ideal candidate is passionate about data, analytics, and emerging AI technologies, with the ability to translate technical findings into practical recommendations that create measurable business impact.
Key Responsibilities:
Collaborate with cross-functional teams to understand business challenges and develop AI- and data-driven solutions.
Collect, clean, preprocess, and integrate structured and unstructured data from multiple sources.
Perform exploratory data analysis (EDA) to identify trends, patterns, anomalies, and business opportunities.
Design, develop, train, validate, and optimize machine learning and predictive models to solve business problems.
Conduct feature engineering, model selection, hyperparameter tuning, and performance evaluation to improve model accuracy and reliability.
Deploy, monitor, and maintain machine learning models in production environments, ensuring scalability and performance.
Develop analytical dashboards, reports, and visualizations to communicate model outputs and business insights effectively.
Ensure data quality, consistency, governance, and integrity throughout the analytics and machine learning lifecycle.
Present technical findings and actionable recommendations to both technical and non-technical stakeholders.
Research and evaluate new machine learning techniques, AI technologies, and industry best practices to drive continuous innovation.
Requirements:
Bachelor's degree in Computer Science, Data Science, Statistics, Mathematics, Engineering, Artificial Intelligence, or a related field.
Minimum 3 years of proven experience as a Data Scientist, Machine Learning Engineer, or in a related role.
Strong proficiency in Python and SQL for data processing, statistical analysis, machine learning, and data engineering.
Experience processing and analyzing data from ERP systems (e.g., SAP, Oracle, Microsoft Dynamics, or similar).
Experience processing and analyzing industrial operational data from SCADA, DCS, PLC, Historian databases, and IoT sensors, preferably in mining, mineral processing, or manufacturing environments.
Experience with machine learning libraries and frameworks such as Pandas, NumPy, Scikit-Learn, XGBoost, TensorFlow, PyTorch, or similar.
Strong understanding of statistics, feature engineering, predictive modeling, model evaluation, and data mining techniques.
Familiarity with cloud platforms (GCP, AWS, or Azure), data warehouse solutions (e.g., BigQuery, Snowflake), and MLOps practices is a plus.
Strong analytical, problem-solving, and communication skills with the ability to translate complex data into actionable business insights.
Knowledge of mining operations, mineral processing, and industrial analytics is highly preferred.",2026-07-27T09:21:59
linkedin,4444612182,https://id.linkedin.com/jobs/view/it-support-at-sprint-asia-4444612182,IT Support,Sprint Asia,"Jakarta, Jakarta, Indonesia",2026-07-24,Full-time,,,,Mid-Senior level,Information Technology,IT Services and IT Consulting,,"Responsibilities
Install, configure, and maintain Windows and Linux operating systems.
Perform hardware installation, maintenance, and troubleshooting for PCs, laptops, and peripheral devices.
Provide technical support for hardware, software, and company applications.
Diagnose and resolve operating system, application, and basic network issues.Install, configure, and support business applications based on user requirements.
Perform routine maintenance to ensure the reliability and performance of IT equipment.
Document technical issues, resolutions, and system configurations.
Collaborate with internal teams to ensure smooth and efficient day-to-day IT operations.
Requirements
Minimum Diploma (D3) in Information Technology, Computer Science, or a related field.
Minimum 3 years of experience as an IT Support or in a similar technical support role.
Strong knowledge of Windows OS installation, configuration, and troubleshooting.
Basic knowledge of Linux administration and troubleshooting.
Hands-on experience in diagnosing and repairing PC, laptop, and peripheral hardware.
Experience providing application support and resolving end-user technical issues.
Basic understanding of computer networking (TCP/IP, LAN/Wi-Fi, printer sharing, etc.) is an advantage.
Strong analytical and problem-solving skills with a service-oriented mindset.Good communication and interpersonal skills.
Able to work independently, prioritize tasks, and collaborate effectively in a team environment.",2026-07-27T09:21:59
jobstreet,93599024,https://id.jobstreet.com/id/job/93599024?type=standard&ref=search-standalone,Agentic Ai Specialis,PT Andara Rejo Makmur,"Klaten Selatan, Jawa Tengah",4 jam yang lalu,Full time,Rp 2.400.000 – Rp 3.000.000 per month,(Teknologi Informasi & Komunikasi),Developer/Programmer,,,,"Mengembangkan web app, ERP, CRM, dashboard, dan AI agent untuk mendukung digitalisasi operasional perusahaan.","Membuat AI Agent internal perusahaan
AI untuk follow up leads otomatis
AI reminder tagihan & progress
AI analisa laporan harian
AI chatbot SOP perusahaan
Integrasi OpenAI/API automation
Otomatisasi laporan & monitoring
Pernah membuat ERP/CRM/property system
Bisa membaca flow bisnis perusahaan
Tidak hanya coding, tapi bisa berpikir sistem
Tidak mudah resign
Bisa bekerja lintas divisi
Mengembangkan dashboar web apps",2026-07-28T09:05:28
linkedin,4285486054,https://id.linkedin.com/jobs/view/data-scientist-analyst-indonesia-at-thakral-one-4285486054,Data Scientist Analyst (Indonesia),Thakral One,"Jakarta, Indonesia",2026-06-27,Contract,,,,Not Applicable,Information Technology,IT Services and IT Consulting,,"As a
Data Scientist
, you will transform complex datasets into actionable insights that drive business growth. You will work across data exploration, feature engineering, statistical modelling, and campaign analytics, collaborating with stakeholders to deliver data‑driven strategies that enhance portfolio performance and customer engagement.
What You’ll Do and How You’ll Succeed
Develop project scopes, methodologies, and analytical solutions using appropriate tools and techniques.
Ensure quality control and maintain up‑to‑date documentation for all data science projects.
Monitor client portfolio growth data, analyse spending trends, and identify new opportunities using non‑traditional data sources and advanced modelling techniques.
Provide data support for card campaign design, including customer tiering, Test & Control setup, campaign targeting, and performance tracking.
Track and benchmark portfolio dashboards, analyse market segments and channel opportunities, and provide insights to optimise ongoing and tactical campaigns.
Manage communication effectively with clients and stakeholders to ensure clarity, alignment, and impact.
We’d Love to Hear From You If…
Experience
You hold a degree in Statistics, Mathematics, Operational Research, Computer Science, Economics, Engineering, or another quantitative field.
You have at least 5 years of experience in data exploration and feature engineering.
You understand local market conditions and industry regulations.
A master’s degree is an advantage.
Technical Expertise
You are proficient in statistical techniques such as Gradient Boosting, Linear and Logistic Regression, Decision Trees, and Clustering.
You are skilled in Python, SQL, and Power BI for data analysis and management.
You can translate complex datasets into clear, actionable insights for business improvement.
You are strong in data storytelling and presentation, with proficiency in MS Excel and MS PowerPoint.
Ways of Working
You manage stakeholders collaboratively, diplomatically, and flexibly.
You communicate complex ideas effectively, both verbally and in writing.
You stay informed about macro trends in payments, banking, and financial services to support value proposition development (nice to have).
Assignment Details
Employment Type: Project-Based (12 months)
Location: Indonesia
---
Who We Are
Thakral One is a consulting and technology services company headquartered in Singapore, with a pan-Asian presence. We focus primarily around technology-driven consulting, adoption of value-added bespoke solutions, enabling enhanced decision support through data analytics, and embracing possibilities in the cloud. We are heavily inclined towards building capabilities collaboratively with clients and believe strongly in improving grounded and practical outcomes.
This approach is possible through our partnership with leading global technology providers and internal R&D teams. Our clients come from Financial Services, Banking, Telco, Government, Healthcare, and Consumer-oriented organisations.",2026-07-25T20:52:50
jobstreet,93603024,https://id.jobstreet.com/id/job/93603024?type=standard&ref=search-standalone,Data Engineer,PT GITS Indonesia,"Setiabudi, Jakarta Raya",2 jam yang lalu,Full time,Rp 12.000.000 – Rp 15.000.000 per month,(Sains & Teknologi),"Matematika, Statistik & Teknik Informasi",,,,We are currently opening opportunities for professionals to join project with our client in the FMCG industry.,"• Bachelor's degree in computer science, information system's
• Min. 5 years exp as developer/data engineer, with at least two full cycle IT project implementations
• Strong proficiency in Python, including the ability to read and understand existing codebases
• Proven experience in transforming unstustured or semi structured data into stuctured formats
• Solid understanding of ETL processes; experience with Azure Data Factory (ADF) is a strong advantage
• Advanced SQL skill, including complex joins, handling data granularity, and performance tuning
• Familiarity with the Azure tech stack and dbt (data build tool) is a plus
• Excellent problem solving and troubleshooting skills in data engineering contexts
• Experience with JIRA or similar defect management tools",2026-07-28T09:05:28
